0.1196172577406347	-1
-1	0.8720439408004637
1	-0.5641800676745299
-1	0.9260638807288617
-1	0.07677700548550281
0.11944151009091541	-1
-0.07643415414067523	1
-1	0.840059294659357
1	-0.11785901286229006
-1	-0.8548113015266254
-0.5671317117785257	1
1	-0.1954973825927373
1	0.06935373891472385
-1	0.8493734504835841
1	-0.46807902320092665
-0.45666827777296914	1
-1	0.4073711649188725
-1	0.716075465001166
-0.29821997603074846	1
-1	0.26348840072722224
0.531816229627087	-1
0.4963159316592911	1
1	-0.5889638906291788
-1	0.3098590994312753
0.7680564919365875	1
0.16998743337685984	1
1	0.3851845546872865
1	-0.10369385886386495
1	0.2010243049276863
-1	0.21172513621992173
-1	-0.020083423189953598
1	-0.18578911671110454
1	0.464112781882821
1	0.4969511004219871
1	0.10461138799564784
-0.44097770608930564	-1
0.43548265974049305	-1
0.20905068748451527	-1
-0.9726235220291215	-1
-1	-0.9685256561791864
-0.3497056461657968	-1
0.35396925752288055	1
1	-0.6145263139877473
-0.6100172877907852	1
1	-0.5874001607073089
-0.8995736330621853	1
0.3023692778764431	-1
-0.029750478554350535	-1
-1	-0.024558814628420356
0.8558173509763047	1
-0.21713103456007854	-1
1	-0.8552451220558901
1	0.8612841357874341
-1	0.05263773791026782
0.17177534155309115	-1
-0.7722598337912414	1
-0.5065247010317859	-1
-0.1567331895751216	1
0.9384722567002699	-1
0.2811836503760008	1
-0.420156023400563	1
0.34480207752796765	-1
-0.764397998413195	-1
0.3921892028528349	1
